from,to,time,count
8409,3368,6540,11
2405,7765,6540,1
7918,18803,6540,8
11101,8215,6540,7
2405,7706,6540,1
2538,8236,6540,1
8274,10658,6540,1
2405,8274,6540,1
2405,7918,6540,1
2405,7751,6540,1
9763,25524,6540,1
8409,3396,6540,4
2405,7607,6540,1
8236,11443,6541,5
8409,3396,6541,1
8117,2405,6541,1
8409,3369,6541,1
8409,3368,6541,12
8274,3368,6541,10
8274,3396,6541,1
2538,7863,6541,2
2405,8215,6541,20
7765,10658,6541,1
11443,7863,6541,1
8274,11443,6541,5
7918,18803,6541,1
7918,18791,6541,1
7863,10851,6542,1
10851,7897,6542,1
7897,10658,6542,1
7577,11443,6542,1
9767,7577,6542,1
7577,10851,6542,1
7897,2405,6542,1
10851,8274,6542,1
10851,7607,6542,1
10851,7751,6542,1
10851,8235,6542,1
7918,24863,6542,28
8409,22652,6543,19
7577,10851,6543,1
10851,8236,6543,1
7918,2405,6543,1
10851,8215,6543,1
7918,10658,6543,1
7577,10139,6543,1
9767,9765,6543,2
10851,7706,6543,1
7918,24863,6543,28
10851,7765,6543,1
10139,7706,6543,1
7918,2538,6543,1
10851,7918,6543,1
7918,11443,6543,1
7577,11394,6543,1
7918,11394,6543,1
10851,8017,6543,1
8236,2405,6543,1
10851,7863,6543,1
8274,10851,6543,1
7918,14572,6543,1
8236,10851,6544,1
8274,11443,6544,7
2538,7918,6544,1
9763,9764,6545,1
7577,9765,6545,1
9763,25524,6545,1
7706,10851,6545,1
7706,10139,6545,1
8409,22652,6545,35
9763,25524,6546,1
7751,10851,6546,1
11394,7918,6546,1
7918,14572,6546,1
2405,7918,6546,1
9764,9763,6547,1
8409,3368,6548,34
7577,11237,6548,1
8409,3369,6548,1
10139,7751,6548,1
8235,11443,6548,6
8409,3396,6548,9
8409,22652,6548,2
7863,11443,6548,5
7577,11101,6548,2
7918,24863,6549,51
8409,3369,6549,2
8409,3396,6549,1
7765,20145,6549,8
8409,9822,6549,1
11101,7897,6549,1
8215,10851,6549,1
11101,7751,6549,1
8409,3368,6549,12
7918,9341,6549,1
11101,8017,6549,1
11101,8236,6549,1
8235,11443,6549,14
7577,9766,6549,1
7863,11443,6549,20
11101,7706,6549,1
7751,11394,6550,1
8274,2538,6550,1
7918,23963,6550,1
7765,14088,6550,3
8409,9822,6550,1
8274,10658,6550,1
7765,13934,6550,1
11394,7751,6550,2
11101,8235,6550,1
11101,7706,6550,1
11101,7918,6550,1
8274,11101,6550,1
7918,23962,6550,17
7918,23963,6551,2
11443,7918,6551,1
7897,10851,6551,1
7918,24863,6551,29
11443,8235,6551,1
8017,11101,6551,1
7765,2060,6551,7
7918,11237,6551,1
7918,2538,6551,1
9763,25524,6551,1
7918,10139,6551,1
7918,21132,6551,32
7918,24863,6552,16
7765,2060,6552,5
7918,11443,6552,1
2538,7918,6552,1
9763,25524,6552,1
2405,8236,6553,1
8235,18173,6553,38
2405,7607,6553,2
7765,2060,6553,3
7577,2538,6553,1
11237,7918,6553,1
7706,11443,6553,4
7918,24863,6553,28
2538,8274,6553,1
8236,2405,6554,1
8235,2299,6554,4
11101,8274,6554,1
7706,11443,6554,1
7918,24863,6554,10
10139,7751,6554,1
10139,7918,6554,1
8017,11101,6555,1
7918,24863,6555,42
11101,8215,6555,1
7918,10851,6555,2
9763,9764,6555,1
8235,18173,6555,50
7918,11237,6555,1
8274,18834,6555,1
8274,22601,6555,13
7607,2405,6556,1
2538,7897,6556,1
11101,8215,6556,4
2538,7706,6556,1
10215,7751,6556,1
2538,7918,6556,1
7918,24863,6556,80
7577,9765,6556,1
2538,8236,6556,1
9764,9763,6557,1
8017,10215,6557,1
8017,2538,6557,1
8017,10851,6557,1
8409,2288,6557,8
9763,25524,6557,1
8017,10658,6557,1
10139,7751,6557,1
10215,7751,6557,1
7706,11101,6558,1
11237,7918,6558,1
10851,8017,6558,1
9763,25524,6558,1
8235,11443,6558,20
10658,8274,6558,1
8409,3055,6559,11
7918,21138,6559,2
8235,18173,6559,24
7918,12199,6559,1
8274,22601,6559,25
8274,18834,6559,3
7706,11101,6559,1
8236,2538,6559,1
8236,11101,6559,1
10215,8017,6559,1
7897,2538,6559,1
7918,2179,6560,1
7751,11101,6560,1
8274,18834,6560,1
8235,18173,6560,1
8274,22601,6560,13
8409,3055,6560,8
8235,12080,6561,58
10139,8236,6562,1
7577,9765,6562,1
10139,8215,6562,1
8235,23905,6562,4
8409,20228,6562,1
8235,14363,6562,4
7918,2538,6562,1
10851,7765,6563,1
7897,10851,6563,1
10139,8236,6563,1
7577,11443,6563,1
8235,14369,6563,1
10658,8235,6563,1
9763,25524,6563,1
9765,7577,6563,1
10851,7897,6563,1
7918,2934,6563,1
7897,11443,6563,1
8409,17985,6563,33
11394,7897,6563,1
7897,11394,6563,1
8117,11443,6563,2
10851,8274,6563,2
8236,10139,6563,1
10658,7607,6563,1
10139,7918,6563,1
8409,23861,6563,1
7577,10851,6563,1
10215,8017,6564,2
7897,11394,6564,1
11394,7918,6564,1
10139,7765,6564,1
10139,7863,6564,1
8117,11443,6564,23
9763,25524,6564,1
8236,10658,6564,1
10139,7607,6564,1
11394,7765,6564,1
7607,10658,6564,1
10139,8274,6564,2
8274,22601,6564,7
11394,8235,6564,1
8236,11394,6564,1
7765,11394,6564,1
8274,18834,6564,1
8274,10139,6564,1
7918,2934,6564,2
8117,11443,6565,1
9763,9764,6565,1
7607,10658,6565,1
7577,9766,6565,1
10658,8017,6565,1
11443,8117,6565,2
2538,8017,6565,1
7765,10851,6565,1
8235,12080,6565,30
7918,2934,6565,1
8236,11101,6565,1
8274,18834,6565,1
8274,10851,6566,1
7918,2934,6566,8
7577,10139,6566,1
8274,18834,6566,2
8235,23803,6566,15
7897,10851,6566,1
11101,8236,6566,1
8274,22601,6566,20
10658,8236,6567,1
8409,17985,6567,8
7607,10139,6567,1
8274,18834,6567,1
8409,12199,6567,1
8274,25300,6567,1
9764,9763,6567,1
10851,8117,6568,1
8274,20228,6568,1
8117,10851,6568,1
8882,10139,6568,1
7765,10139,6568,1
7918,2934,6568,3
8274,17948,6568,13
8215,2538,6569,1
8215,10851,6569,1
8215,11394,6569,1
8235,18146,6569,14
9763,25524,6569,1
7918,2934,6569,9
8236,10851,6569,1
10851,8017,6569,1
8117,10851,6569,1
10851,8235,6569,1
8235,2680,6569,14
10851,8236,6569,1
8274,20228,6570,1
8274,17948,6570,9
8235,9940,6570,7
9763,25524,6570,1
8235,9940,6571,3
11237,8274,6571,1
11237,8215,6571,1
7918,2934,6571,1
7918,23089,6571,24
2538,8274,6572,1
8117,2538,6572,2
2538,7863,6572,1
7751,2538,6572,1
8274,25300,6572,1
2538,8236,6572,1
7577,9765,6572,1
2538,8117,6572,1
8274,20228,6572,2
7918,23089,6572,22
2538,7607,6572,1
11443,7607,6572,1
2538,7751,6572,1
8274,17948,6572,20
9767,7577,6573,1
7918,23089,6573,42
8409,14544,6573,12
8274,17948,6573,12
8215,11237,6573,1
2405,7706,6574,1
8235,9940,6574,1
8235,10215,6574,1
2405,8017,6574,1
8235,11101,6574,1
8274,17948,6574,8
2405,8235,6574,1
2405,7607,6574,1
2405,7918,6574,1
8235,10658,6574,1
2405,8236,6574,1
8274,20228,6574,1
8235,10139,6574,1
8235,11394,6574,1
8409,14544,6575,1
8236,2538,6575,1
7706,10658,6575,1
10658,7751,6575,1
10658,8017,6575,1
10658,8215,6575,1
10658,7918,6575,1
8017,11394,6575,1
10658,8235,6575,1
10658,8236,6575,1
10658,7863,6575,1
8017,11443,6575,1
9763,25524,6575,1
10658,7607,6575,1
9763,9764,6575,1
8235,9940,6575,22
7706,2405,6575,1
10658,8274,6575,1
11394,8215,6575,19
8274,2538,6576,1
9763,25524,6576,1
11443,7897,6576,1
11443,7863,6576,1
7607,2538,6576,2
7577,2538,6576,1
11443,7607,6576,1
8117,2538,6576,1
8235,2405,6576,1
8409,14544,6576,12
11443,8235,6576,1
7706,2405,6576,1
11443,8017,6576,1
8017,2405,6576,1
8235,9940,6577,13
7918,2405,6577,1
9764,9763,6577,1
10658,8235,6577,1
7607,2405,6577,1
9765,7577,6578,1
8409,679,6578,46
7577,10658,6578,1
7607,11443,6578,21
7577,11443,6578,1
8235,11443,6578,1
8236,2405,6579,1
11394,8235,6579,1
7918,10658,6579,1
7577,9765,6579,1
8409,679,6579,66
11394,8017,6579,1
8235,9940,6580,13
8235,15430,6580,2
7577,9766,6580,1
8274,10658,6580,1
8235,13959,6580,2
9763,25524,6581,1
8235,9940,6581,24
11101,8235,6581,1
10215,8236,6582,1
8409,22943,6582,12
10215,7706,6582,1
10215,8274,6582,1
8409,14013,6582,1
8409,24251,6582,1
10215,7918,6582,1
8409,22944,6582,1
10215,8235,6582,1
9763,25524,6582,1
10215,8017,6582,1
8017,11443,6582,2
10215,7765,6582,1
7918,9738,6582,8
8236,10658,6583,1
8215,10658,6583,1
8409,22943,6583,10
10139,8235,6583,1
8017,11443,6583,29
11237,8235,6584,1
7918,9656,6584,6
8235,9940,6584,13
8017,10215,6584,1
11237,7765,6584,1
7607,10215,6585,1
10215,7751,6585,1
10215,8235,6585,1
7751,11443,6585,1
8117,10215,6585,2
7918,2257,6585,3
7897,2405,6585,1
10215,8117,6585,1
10215,7863,6585,1
7751,10215,6585,1
10215,8274,6585,1
7765,10215,6585,1
10215,8017,6585,1
8409,22943,6585,10
7751,10658,6585,1
10215,8215,6585,1
9763,9764,6585,1
10215,8236,6585,1
10215,7706,6585,1
10215,7607,6585,1
10215,7897,6585,1
8235,9940,6586,13
2538,7765,6586,1
2538,8117,6586,1
2538,8215,6586,1
2538,7897,6586,1
9765,9766,6586,1
9767,9765,6586,1
8117,2538,6586,2
7918,2258,6587,17
9763,9764,6587,1
2405,7897,6587,2
10658,7751,6587,1
8215,2538,6587,1
9767,9765,6587,1
8017,10215,6587,1
9763,25524,6587,1
11443,7751,6587,1
8117,11237,6587,1
8117,10851,6587,1
10139,7751,6588,1
11443,7706,6588,1
11443,7897,6588,1
7751,2060,6588,7
7751,18791,6588,1
8409,13945,6588,1
11443,7751,6588,1
9763,25524,6588,1
7577,10215,6588,1
8409,13934,6588,1
7577,9765,6588,1
8409,14088,6588,2
8117,2538,6588,1
7751,18803,6588,1
8235,10215,6588,1
8117,2538,6589,1
7751,19379,6589,1
7751,2060,6589,7
7751,18791,6589,1
8235,9940,6589,9
8274,10215,6589,1
7751,18803,6589,8
7706,11443,6589,1
7918,2237,6589,1
7765,11237,6589,1
8409,755,6590,10
8409,19733,6590,1
7751,22601,6590,1
8409,13934,6590,1
9767,7577,6590,1
8236,10215,6590,1
11394,8236,6591,1
8409,755,6591,14
7765,2405,6591,1
7751,18791,6591,1
2405,7765,6591,1
7918,736,6591,4
7751,18803,6591,1
11237,7918,6592,1
8409,14088,6592,7
8409,13945,6592,1
11237,7751,6592,1
11237,8235,6592,1
7918,736,6592,3
8409,13934,6592,2
11237,8236,6592,1
7751,10215,6592,1
7918,9736,6592,14
8235,9940,6592,9
8409,13954,6592,1
8409,13943,6592,1
8236,10215,6592,1
9767,9765,6593,2
2405,8236,6593,1
8235,23939,6593,2
8235,23938,6593,14
11101,8215,6593,2
8236,2405,6593,2
8236,11237,6593,1
8017,10215,6593,1
8236,11101,6593,1
9763,25524,6593,1
7918,9736,6593,7
8236,10851,6593,1
8236,11394,6593,1
8409,14049,6594,1
7918,10215,6594,2
8215,2538,6594,1
7765,10215,6594,2
11101,8215,6594,13
8409,14088,6594,1
7765,2405,6594,1
2405,7765,6594,1
7918,2538,6594,1
7918,2405,6594,1
9763,25524,6594,1
7765,10851,6594,1
7918,10139,6594,1
10658,7751,6595,1
7706,2538,6595,1
10215,7751,6595,2
8235,11443,6595,1
9763,9764,6595,1
10215,7918,6595,1
10658,7918,6595,1
7751,11237,6595,1
7706,11237,6595,1
7706,11101,6595,1
8235,23938,6595,4
7706,10139,6595,1
7918,10215,6595,1
8235,11101,6595,1
7706,2405,6595,1
7706,11394,6595,1
7577,9766,6595,1
7577,10658,6595,1
7918,11101,6595,1
7751,15601,6595,69
10658,7607,6595,1
10215,7765,6595,1
8235,10851,6595,1
7918,11237,6595,2
7751,15609,6595,5
10851,7765,6595,1
7706,10851,6595,1
7918,10851,6595,1
7751,15597,6595,2
10658,7863,6595,1
7751,22652,6595,18
7751,15600,6595,1
7751,15597,6596,2
10851,7918,6596,1
8235,16375,6596,1
11443,8235,6596,1
8235,23938,6596,36
7751,15615,6596,1
7751,15601,6596,62
11237,7918,6596,2
11101,7918,6596,1
7577,9765,6596,1
7577,11237,6596,1
7751,15625,6596,1
8235,11237,6596,2
2405,8236,6596,1
11394,8236,6596,1
7751,15609,6596,5
10215,7751,6596,1
10851,8235,6597,1
2405,7918,6597,1
9764,9763,6597,1
8236,10215,6597,1
10215,7918,6597,1
7577,10658,6598,1
8235,13934,6598,1
7918,10658,6598,1
8235,14060,6598,1
8235,14088,6598,3
10851,7706,6598,1
10139,7918,6598,1
9763,25524,6599,1
10851,8236,6599,2
8274,11443,6599,20
7751,17214,6599,20
7751,17214,6600,11
7918,10851,6600,1
10139,7751,6600,1
9763,25524,6600,1
10139,7751,6601,1
7751,17214,6601,11
2538,8236,6601,1
7607,10658,6601,1
8017,10851,6601,1
7607,10658,6602,1
7918,10658,6602,1
8017,10851,6602,1
2405,7706,6602,1
8017,2405,6602,1
8017,10658,6603,1
7751,14501,6603,1
2538,8215,6603,7
8017,11237,6603,1
2405,8017,6603,1
10139,7706,6603,1
8235,16189,6603,1
11237,8235,6603,1
8017,10215,6603,1
8017,10851,6603,1
8274,11443,6604,1
7751,14542,6604,7
7577,9765,6604,1
11237,8017,6604,1
8017,11443,6604,1
8274,10851,6604,1
11237,7765,6604,1
8274,2405,6604,1
11237,8215,6604,1
8274,10215,6604,1
8409,9716,6604,3
8274,2538,6604,1
7918,10658,6605,1
10215,8274,6605,1
11101,7863,6605,1
9763,9764,6605,1
2538,8274,6605,1
11101,7918,6605,1
8409,9716,6605,3
9763,25524,6605,1
11101,7607,6605,1
7751,14542,6605,5
11101,7751,6605,1
7751,11101,6606,1
8215,11237,6606,1
8274,11101,6606,1
10658,8215,6606,35
7751,14542,6606,5
7765,11443,6606,7
10215,7751,6606,1
10851,8017,6606,1
10139,7751,6606,1
8274,11394,6606,1
8409,9716,6606,2
10215,8236,6606,1
10215,7863,6606,1
7607,11101,6606,1
8017,11237,6606,1
7918,11101,6606,1
9763,25524,6606,1
10215,8274,6606,1
9767,7577,6607,1
9764,9763,6607,1
10658,8215,6607,27
11101,8274,6607,2
7751,14542,6607,5
8274,10851,6607,1
7751,11101,6608,1
10139,8236,6608,1
10139,8235,6608,1
10139,8215,6608,1
8274,10851,6608,1
7751,14542,6608,7
7751,10139,6608,1
7751,20145,6609,9
7918,10139,6609,1
10215,7751,6609,1
8235,10851,6609,1
11394,8274,6609,2
8236,10215,6609,1
7577,11101,6609,1
8274,10851,6609,1
7577,11237,6609,1
7918,11443,6609,1
7751,20145,6610,8
10139,7918,6610,1
11443,7918,6610,1
7765,21295,6610,1
10658,8235,6610,1
7577,9766,6610,1
10851,8274,6610,1
7765,22601,6610,1
7765,18173,6610,38
11394,8017,6611,1
7607,11101,6611,1
7577,10215,6611,1
7765,18574,6611,1
9763,25524,6611,1
11394,7706,6611,1
11394,8215,6611,1
7751,20145,6611,1
10851,8215,6611,4
8409,20675,6611,3
11394,7897,6611,1
11394,7765,6611,1
7765,21295,6611,1
7765,22601,6612,1
7765,20145,6612,8
8409,4517,6612,8
9763,25524,6612,1
8235,10658,6612,1
2538,8215,6612,1
10851,8215,6612,1
7765,11751,6612,1
8235,10139,6612,2
7765,11753,6612,2
2538,8215,6613,22
7577,9765,6613,1
7765,20145,6613,8
8409,4517,6613,2
8017,11101,6614,1
8409,1740,6614,3
8235,21685,6614,2
7751,20145,6614,8
11101,8017,6614,1
7765,15408,6615,1
7751,11751,6615,1
9763,9764,6615,1
7765,20145,6615,1
7751,11753,6615,2
7751,20145,6615,1
7751,20145,6616,8
7765,13934,6617,1
8236,10215,6617,1
8017,2680,6617,14
8409,3320,6617,8
10215,7751,6617,1
9763,25524,6617,1
7765,14088,6617,2
7765,15412,6617,1
7765,15408,6617,1
7918,11101,6617,1
11394,8274,6617,1
9764,9763,6617,1
8274,11443,6617,1
8274,10215,6617,1
8236,10658,6617,1
8409,11846,6618,24
9763,25524,6618,1
11101,7918,6618,1
11443,8274,6618,2
8017,11443,6618,1
10215,8274,6618,1
8017,18791,6618,5
8017,18803,6618,14
8236,10139,6618,1
8017,11237,6618,2
7765,18803,6618,1
8017,10139,6618,1
7765,18791,6618,1
7751,20145,6618,1
8236,11237,6618,2
8017,2405,6618,1
7577,11443,6618,1
8017,10851,6618,1
7765,15173,6619,1
7751,20145,6619,8
8409,11846,6619,9
11443,8017,6619,1
8017,22601,6619,1
7765,20145,6619,1
8017,22652,6619,18
8017,2060,6619,9
7765,16353,6619,27
7751,14088,6620,6
7751,13956,6620,1
7751,20145,6620,1
7577,9765,6620,1
7751,20151,6620,1
2405,7918,6621,1
7751,20146,6621,6
2405,8235,6621,1
2405,7897,6621,1
8017,2060,6621,2
8236,11443,6621,25
10215,8215,6621,7
8017,2060,6622,7
2405,7751,6622,1
2405,8215,6622,1
2405,8274,6622,1
2405,7765,6622,1
2405,8017,6622,1
7765,17963,6622,1
8017,11443,6622,31
7765,18803,6622,5
7765,23089,6622,33
8017,2060,6623,1
8409,11846,6623,12
9763,25524,6623,1
10215,8236,6623,2
11237,7751,6624,1
7765,2405,6624,1
8215,2405,6624,1
7751,11237,6624,1
9763,25524,6624,1
7751,10658,6624,1
7751,11394,6624,1
7765,18803,6624,1
10658,8236,6624,1
10658,7751,6624,1
7706,2538,6624,1
7765,18791,6624,1
9767,7577,6624,1
7751,10139,6624,1
7706,10139,6624,1
7577,9766,6625,1
10139,8017,6625,1
7765,23089,6625,9
7751,10658,6625,1
9764,9763,6625,1
7765,18145,6625,14
8017,2060,6625,2
11237,8017,6625,1
7765,22652,6626,22
7751,9341,6626,1
9764,9763,6627,1
7765,2405,6627,1
7765,22652,6627,20
7765,18574,6627,1
11443,8215,6627,5
11101,7751,6628,1
8017,2060,6628,6
7765,18145,6628,7
7918,11101,6628,1
11101,8017,6628,1
7751,9341,6628,1
11101,7918,6628,1
7765,18146,6629,3
8274,2405,6629,2
7765,12199,6629,1
9763,25524,6629,1
7765,2405,6629,1
7765,18145,6629,7
7765,24863,6630,65
8409,11846,6630,9
7765,9341,6630,1
8017,2060,6630,6
9763,25524,6630,1
8235,11394,6630,1
7897,2405,6630,1
8235,11101,6630,1
8235,2405,6630,2
7577,9765,6630,1
8235,10215,6630,1
8235,11443,6630,1
8777,2595,6630,11
8017,20228,6631,1
7765,24863,6631,22
11443,8235,6631,1
8777,2595,6631,11
8017,11101,6631,1
10139,7751,6631,1
7765,9341,6631,1
8777,2595,6632,1
7751,11443,6632,5
8777,20145,6632,8
8777,3391,6632,17
7765,2680,6632,14
8777,20151,6632,1
7577,11237,6632,1
7918,2405,6632,1
7577,2405,6632,1
7577,11443,6633,1
7765,16857,6633,5
8017,2060,6633,4
10215,7751,6634,1
8777,15609,6634,2
8017,1802,6634,32
8777,15601,6634,36
8777,15597,6634,1
7765,2680,6635,12
7751,11237,6635,1
7765,2015,6635,1
7751,2538,6635,1
9763,25524,6635,1
8409,11846,6635,17
7765,18167,6635,39
10139,7751,6635,1
9763,9764,6635,1
7751,10215,6635,1
8777,15601,6635,36
8777,15600,6635,1
8777,15597,6635,1
8777,15613,6635,1
7765,21295,6635,1
8777,15609,6635,2
9765,9766,6636,1
8777,4385,6636,14
7765,2671,6636,3
8017,1802,6636,22
7577,9765,6636,1
7577,10139,6636,1
9767,9765,6636,1
7706,2680,6636,26
8409,11846,6636,10
9763,25524,6636,1
8777,2060,6636,7
7765,2405,6637,1
10851,8215,6637,31
7765,11443,6637,1
8409,11846,6637,35
7765,10139,6637,1
9764,9763,6637,1
7765,18167,6637,39
7765,18166,6638,1
7765,770,6638,10
8017,1802,6638,11
11443,8235,6638,1
7577,11443,6638,1
11443,7765,6638,1
11443,8274,6638,1
11443,8215,6638,1
7706,2670,6638,1
11443,8236,6638,1
11443,8117,6638,1
11443,7863,6638,1
11443,7607,6638,1
9767,9765,6638,1
8117,11443,6638,1
9765,7577,6638,1
7765,15145,6638,1
8409,11846,6638,26
11443,7751,6638,1
8215,11443,6639,1
8274,11237,6639,1
8409,11846,6639,5
2405,7765,6639,1
8017,1802,6639,11
10215,7751,6639,1
7765,2671,6639,4
7918,2405,6639,1
8777,1761,6640,19
10139,7765,6640,1
8777,2060,6640,3
8017,1802,6640,12
8777,1762,6640,1
2405,7918,6640,1
8777,3081,6640,31
8777,3080,6640,1
7751,10658,6641,1
7706,2680,6641,5
7751,11443,6641,1
7577,9766,6641,1
10658,8274,6641,1
8777,1761,6641,9
11237,8274,6641,1
9763,25524,6641,1
10658,7751,6641,1
7607,11237,6641,1
9767,7577,6641,1
7751,2405,6641,1
10658,8236,6642,1
10658,7863,6642,1
7577,10851,6642,1
10658,7918,6642,1
8017,1802,6642,5
9763,25524,6642,1
8777,1761,6642,2
10658,8017,6642,1
7577,11101,6642,1
7765,2671,6642,4
10658,7607,6642,1
10658,8215,6642,1
10658,8235,6642,1
10658,7897,6643,1
10658,8274,6643,1
10658,8017,6643,1
10658,7918,6643,1
7706,2680,6643,12
7706,22652,6643,18
7577,10658,6643,1
8777,1778,6643,1
10658,7751,6643,1
10658,7765,6643,1
10658,8235,6643,1
8017,1802,6643,27
10658,8215,6643,1
8215,2538,6644,1
10215,7751,6644,1
8777,11541,6644,1
9767,9765,6644,2
8777,1761,6644,10
8777,12199,6644,1
8274,11443,6644,2
8215,10851,6644,1
2538,8215,6644,1
11101,7863,6644,1
8777,18098,6644,2
8274,10658,6644,1
10851,8215,6645,1
7706,2680,6645,13
9763,9764,6645,1
8777,9341,6645,1
8017,1802,6645,4
8777,11546,6646,8
8274,2538,6646,1
7607,10658,6646,1
7577,2538,6646,1
7765,2671,6646,3
7751,10658,6646,2
8274,10215,6646,1
8274,2405,6646,1
8274,11101,6646,1
8017,12071,6646,10
8274,10658,6646,1
8777,20133,6646,18
8117,11443,6647,1
8215,10658,6647,1
9764,9763,6647,1
7577,9765,6647,1
10139,7751,6647,1
8556,2595,6647,16
9763,25524,6647,1
8017,12071,6647,16
8556,18173,6647,38
8777,12199,6647,1
8777,11531,6647,10
8777,21550,6647,1
8777,24300,6648,6
8556,24863,6648,22
8215,11443,6648,1
8556,22601,6648,1
8556,2595,6648,15
7706,2680,6648,15
8017,12071,6648,13
9763,25524,6648,1
2538,8274,6649,1
10215,8274,6649,1
8017,12071,6649,14
7765,2680,6649,12
8777,24300,6649,4
8556,24863,6649,6
11101,8274,6649,1
7765,2159,6649,9
7706,2680,6649,2
7918,2538,6650,1
7765,2159,6650,1
8215,10658,6650,1
8017,11237,6650,1
8017,12071,6650,4
10851,8236,6650,1
8236,10851,6650,1
2538,8274,6650,1
7706,24863,6650,28
7765,2680,6651,8
8235,10215,6651,1
10215,8235,6651,1
7897,10658,6651,1
8017,12071,6651,13
7765,10658,6651,1
7918,10658,6651,1
7607,10658,6651,1
8556,24863,6651,1
8962,22601,6652,1
8327,24863,6652,28
8017,15823,6652,1
10658,7751,6652,1
11443,7751,6652,1
7706,2060,6652,7
8556,2595,6652,5
10215,8215,6653,1
10851,8274,6653,1
7765,2680,6653,1
8236,2538,6653,2
10851,7918,6653,1
8556,22601,6653,1
10215,7751,6653,1
2538,8236,6653,1
7577,9765,6653,1
9763,25524,6653,1
10851,8215,6653,1
8327,24863,6653,28
10851,7765,6653,1
8017,12071,6653,6
7765,21434,6653,1
7765,10851,6653,1
7765,18339,6654,19
11237,8017,6654,1
8962,18137,6654,24
9763,25524,6654,1
8962,18339,6654,18
8327,14572,6654,1
7706,2060,6654,3
8327,24863,6654,28
8556,2595,6654,5
7765,21434,6654,1
8274,10851,6655,2
7918,2595,6655,14
7706,4385,6655,14
7706,2060,6655,8
7918,12080,6655,30
9763,9764,6655,1
8017,10658,6655,1
8215,10215,6655,1
7765,18339,6655,1
7918,10658,6655,1
7706,2060,6656,7
8556,2595,6656,12
7765,21130,6656,13
7706,22601,6656,1
8962,18137,6656,39
8777,11816,6656,14
7577,9766,6656,1
7765,21129,6656,1
8962,18137,6657,56
8556,2595,6657,7
11101,8215,6657,5
7765,21130,6657,22
7765,21129,6657,1
7765,23861,6657,16
9764,9763,6657,1
7918,9873,6657,1
7918,9873,6658,1
8017,12071,6658,13
7577,10658,6658,1
8215,10851,6658,1
9767,7577,6658,1
8556,23803,6658,15
7765,13609,6658,1
7765,13607,6658,13
7918,18574,6658,1
10658,8215,6659,1
2538,8235,6659,1
8017,17012,6659,1
7765,13607,6659,8
7706,2060,6659,7
8620,18339,6659,18
7918,10851,6659,1
2538,7918,6659,1
2538,7897,6659,1
7918,12080,6659,30
11443,8215,6659,2
9763,25524,6659,1
8556,23803,6659,2
9763,25524,6660,1
8962,18339,6660,65
7765,15412,6660,1
7765,14088,6660,2
7765,15408,6660,2
8962,18137,6660,24
11443,8215,6660,5
7765,13934,6660,1
10658,8215,6660,4
8327,4673,6661,1
8556,2595,6661,3
2538,7607,6661,1
7918,15601,6661,36
7918,15597,6661,1
7918,15609,6661,2
7765,15412,6662,1
8777,16258,6662,1
7918,15609,6662,2
7706,2060,6662,13
7918,15613,6662,1
7918,15597,6662,1
8620,18339,6662,26
8777,24935,6662,25
7918,15600,6662,1
8556,2595,6662,1
8620,18335,6662,1
10658,7863,6662,1
7897,2538,6662,1
8777,24328,6662,2
8556,2299,6662,4
7918,15601,6662,35
7918,15609,6663,5
8620,18574,6663,1
8620,18335,6663,1
7918,15600,6663,1
8556,2299,6663,13
7918,15615,6663,1
7751,11237,6663,1
7918,15601,6663,65
7751,10139,6663,1
7918,18574,6663,1
7751,10658,6663,1
7751,10215,6663,1
7918,15597,6663,3
7765,20145,6663,6
7751,11443,6663,1
8962,22601,6664,1
8327,3396,6664,4
8620,13934,6664,1
7897,10139,6664,1
8620,14088,6664,3
10215,7751,6664,1
8274,2538,6664,1
7918,15597,6664,1
7897,2405,6664,1
8962,12080,6664,12
7706,11543,6664,1
8962,18339,6664,16
7918,15601,6664,32
7577,9765,6664,1
8777,21233,6664,1
8962,2299,6664,4
7577,10658,6664,1
8962,12082,6664,2
8327,3368,6664,11
8117,10851,6665,2
7918,19426,6665,28
8777,21233,6665,10
8777,21238,6665,1
7918,2538,6665,2
7918,13939,6665,2
8777,21241,6665,4
9763,25524,6665,1
8962,12080,6665,8
10851,8117,6665,2
9763,9764,6665,1
10851,7918,6665,1
8620,13955,6666,1
7918,15819,6666,1
10658,7751,6666,2
8620,13934,6666,1
10215,7751,6666,1
7706,12199,6666,1
8620,20228,6666,1
7706,16215,6666,22
7765,12411,6666,4
7765,12407,6666,1
9763,25524,6666,1
2538,8274,6666,2
8777,21239,6667,4
7918,19426,6667,12
8941,2299,6667,17
8017,12185,6667,14
7706,12082,6667,2
8777,21240,6667,1
8777,21229,6667,17
8777,21238,6667,2
8327,15773,6667,31
9764,9763,6667,1
8327,3369,6667,1
11394,8215,6667,7
8327,3396,6667,1
8117,11443,6667,23
8327,15771,6667,1
8327,3368,6667,12
7706,12080,6667,12
8620,24863,6667,28
8777,13922,6667,1
8235,2538,6667,1
10139,7751,6667,1
8777,21239,6668,2
8777,21240,6668,1
8777,21238,6668,1
8017,12185,6668,3
11237,7751,6668,1
2538,7607,6668,1
7918,19426,6668,2
7706,18007,6668,2
8327,2538,6668,1
10658,7863,6668,1
9765,7577,6668,1
8777,13922,6668,1
8620,24863,6668,17
10658,7918,6668,1
8327,2060,6668,7
8941,2299,6668,13
